Student_ID,Age,Department,Electronics,Programming,Database,Data Science,Mathematics,DSA,Gender,CGPA
S01790,22,CSE,99,54,82,36,51,53,Female,6.52
S01791,22,CSE,50,79,94,99,31,91,Female,8.3
S01792,24,CSE,38,90,89,68,40,99,Female,5.2
S01793,23,CSE,47,36,56,38,82,98,Male,5.45
S01794,19,CSE,33,32,46,91,85,83,Male,6.04
S01795,23,CSE,85,56,35,78,72,57,Female,5.44
S01796,23,CSE,60,68,65,80,44,53,Female,9.09
S01797,20,CSE,34,72,79,61,43,61,Female,6.87
S01798,20,CSE,69,61,64,97,92,45,Female,9.97
S01799,24,CSE,84,64,62,88,71,81,Male,5.79
S01800,18,CSE,31,73,58,89,47,32,Female,8.74
S01801,20,CSE,95,94,58,54,48,85,Male,8.04
S01802,23,CSE,68,35,71,85,58,56,Female,9.16
S01803,21,CSE,85,92,74,77,72,61,Male,6.41
S01804,24,CSE,57,69,83,43,92,71,Male,5.82
S01805,22,CSE,62,73,87,78,58,44,Male,9.26
S01806,23,CSE,74,91,87,56,46,78,Male,9.12
S01807,19,CSE,32,88,86,66,63,91,Male,8.02
S01808,20,CSE,92,46,48,47,83,52,Male,7.97
S01809,19,CSE,60,94,66,32,72,98,Female,9.67
S01810,23,CSE,83,83,44,87,90,71,Male,5.22
S01811,20,CSE,70,86,68,72,71,69,Male,5.27
S01812,20,CSE,68,88,61,40,56,62,Female,6.93
S01813,22,CSE,66,67,47,59,86,61,Female,5.89
S01814,22,CSE,86,44,44,88,72,58,Female,7.2
S01815,24,CSE,43,42,84,74,71,60,Male,7.55
S01816,18,CSE,36,78,37,92,58,67,Male,5.71
S01817,21,CSE,65,90,32,68,66,68,Male,8.48
S01818,23,CSE,80,56,70,54,83,42,Male,5.23
S01819,21,CSE,61,71,82,82,38,73,Female,7.73
S01820,21,CSE,43,48,61,45,65,32,Male,8.91
S01821,24,CSE,31,40,65,73,41,63,Male,8.24
S01822,24,CSE,73,55,39,79,81,46,Male,8.1
S01823,19,CSE,79,78,72,93,71,80,Female,6.0
S01824,21,CSE,77,49,91,74,98,51,Male,8.76
S01825,18,CSE,66,85,72,68,46,53,Male,5.17
S01826,21,CSE,40,97,72,97,85,73,Male,6.3
S01827,22,CSE,56,37,53,30,47,51,Female,7.3
S01828,19,CSE,61,71,88,72,99,39,Female,6.74
S01829,21,CSE,72,42,71,89,91,60,Male,7.28
S01830,18,CSE,79,43,35,39,44,33,Female,8.43
S01831,19,CSE,43,30,57,58,51,48,Male,7.94
S01832,21,CSE,91,96,75,96,58,73,Female,6.64
S01833,20,CSE,99,91,85,74,44,32,Female,9.42
S01834,18,CSE,66,98,90,67,93,57,Female,9.21
S01835,24,CSE,96,84,76,88,65,96,Female,9.61
S01836,18,CSE,88,41,36,62,52,30,Female,6.47
S01837,18,CSE,45,73,52,35,97,64,Male,9.01
S01838,21,CSE,92,63,90,59,86,75,Male,8.68
S01839,20,CSE,94,62,44,75,38,55,Male,9.95
S01840,24,CSE,64,83,36,39,97,93,Female,6.34
S01841,23,CSE,56,67,30,77,83,99,Female,7.85
S01842,18,CSE,83,90,51,61,83,86,Male,5.46
S01843,22,CSE,67,53,56,31,73,63,Male,8.15
S01844,18,CSE,73,98,86,95,34,44,Male,7.29
S01845,18,CSE,33,93,55,83,78,64,Female,6.25
S01846,20,CSE,55,46,33,65,69,48,Female,8.61
S01847,21,CSE,75,99,47,63,69,95,Female,9.24
S01848,19,CSE,38,70,97,46,39,30,Female,6.35
S01849,22,CSE,47,84,60,64,98,85,Male,9.02
S01850,18,CSE,52,77,95,80,79,59,Male,7.17
S01851,23,CSE,59,69,63,96,89,43,Female,7.2
S01852,18,CSE,73,95,75,87,54,91,Male,9.82
S01853,22,CSE,96,80,65,32,49,81,Male,9.12
S01854,21,CSE,45,61,85,81,94,35,Female,8.35
S01855,20,CSE,89,48,30,36,93,70,Male,5.67
S01856,24,CSE,32,40,38,87,69,72,Male,7.67
S01857,24,CSE,89,50,40,82,34,80,Female,9.64
S01858,18,CSE,67,34,46,60,75,99,Male,5.07
S01859,24,CSE,66,48,69,57,61,71,Male,9.77
S01860,23,CSE,76,53,70,73,38,42,Male,8.99
S01861,24,CSE,94,62,52,91,38,49,Male,7.64
S01862,18,CSE,77,30,50,65,50,96,Female,8.41
S01863,23,CSE,38,91,52,38,93,89,Female,6.39
S01864,23,CSE,73,82,44,99,70,42,Male,8.52
S01865,18,CSE,31,46,57,51,54,49,Female,8.25
S01866,24,CSE,63,65,81,87,31,76,Female,5.74
S01867,24,CSE,78,52,48,94,38,30,Male,7.53
S01868,21,CSE,48,59,63,46,55,62,Female,5.74
S01869,20,CSE,53,83,50,55,82,72,Female,9.82
S01870,23,CSE,84,55,62,58,40,83,Female,6.41
S01871,24,CSE,85,97,52,50,75,56,Male,6.78
S01872,18,CSE,47,67,64,43,48,55,Female,6.57
S01873,22,CSE,35,56,70,56,51,61,Male,5.11
S01874,20,CSE,70,70,79,47,48,60,Male,7.26
S01875,21,CSE,94,43,69,37,87,66,Male,5.12
S01876,21,CSE,71,38,88,57,66,37,Female,8.6
S01877,24,CSE,74,31,85,66,85,93,Female,6.05
S01878,21,CSE,64,33,79,53,33,49,Male,6.6
S01879,21,CSE,41,55,53,60,93,74,Female,9.34
S01880,22,CSE,52,54,55,77,72,99,Male,6.98
S01881,18,CSE,80,58,87,78,47,94,Male,6.14
S01882,19,CSE,83,69,38,83,94,45,Male,5.29
S01883,18,CSE,43,54,78,91,97,67,Female,9.05
S01884,23,CSE,53,90,52,56,79,83,Male,6.06
S01885,19,CSE,31,32,72,43,92,57,Male,8.98
S01886,18,CSE,60,91,80,78,33,33,Male,6.4
S01887,21,CSE,84,84,72,60,65,49,Male,9.08
S01888,18,CSE,45,57,84,92,60,91,Male,8.69
S01889,21,CSE,88,98,92,59,32,47,Female,6.66
S01890,24,CSE,48,85,30,75,96,47,Female,6.42
S01891,19,CSE,82,86,95,94,64,99,Female,9.93
S01892,21,CSE,99,98,50,65,33,74,Male,8.2
S01893,21,CSE,86,40,43,65,76,48,Female,6.56
S01894,21,CSE,90,63,35,58,73,40,Female,6.88
S01895,20,CSE,37,58,91,73,63,64,Male,7.25
S01896,21,CSE,66,36,83,85,95,75,Female,6.67
S01897,20,CSE,39,37,79,85,90,54,Female,5.61
S01898,21,CSE,69,32,79,31,62,80,Female,9.68
S01899,19,CSE,56,47,73,52,43,50,Male,8.07
S01900,20,CSE,46,48,48,46,59,95,Male,6.95
S01901,19,CSE,55,30,47,76,55,84,Male,9.46
S01902,24,CSE,36,74,58,57,34,79,Male,9.26
S01903,18,CSE,96,59,61,70,53,94,Male,5.18
S01904,24,CSE,62,73,97,51,89,51,Male,9.0
S01905,20,CSE,97,89,57,46,78,71,Female,5.79
S01906,18,CSE,64,64,75,95,94,50,Female,9.19
S01907,21,CSE,91,99,97,54,66,42,Male,9.43
S01908,24,CSE,41,88,87,95,43,33,Male,7.78
S01909,21,CSE,92,94,46,35,54,70,Female,6.46
S01910,21,CSE,96,64,48,41,60,97,Male,7.85
S01911,18,CSE,82,60,57,52,66,48,Male,8.56
S01912,20,CSE,40,43,36,63,93,58,Female,5.81
S01913,22,CSE,49,92,72,94,52,59,Female,8.49
S01914,22,CSE,69,85,71,82,87,77,Male,5.91
S01915,19,CSE,97,89,63,53,82,74,Male,8.95
S01916,24,CSE,49,78,40,99,90,73,Female,9.6
S01917,24,CSE,82,85,77,82,69,79,Male,5.93
S01918,20,CSE,86,54,62,92,33,94,Male,9.34
S01919,24,CSE,90,46,48,91,65,90,Female,8.79
S01920,19,CSE,91,70,99,50,32,52,Male,5.85
S01921,24,CSE,78,59,83,40,44,77,Female,9.47
S01922,23,CSE,66,86,57,81,70,48,Female,7.13
S01923,18,CSE,76,98,97,85,47,43,Male,6.75
S01924,19,CSE,72,34,89,76,65,76,Male,7.81
S01925,21,CSE,66,55,53,45,67,89,Female,5.25
S01926,21,CSE,57,97,49,88,35,77,Female,5.7
S01927,20,CSE,58,99,53,42,82,59,Female,8.98
S01928,23,CSE,91,65,36,98,69,57,Female,6.76
S01929,21,CSE,63,75,60,40,38,81,Male,7.93
S01930,19,CSE,69,58,93,39,94,67,Female,6.9
S01931,23,CSE,40,74,87,41,58,57,Female,8.31
S01932,19,CSE,90,63,92,38,79,30,Female,9.77
S01933,23,CSE,89,87,98,67,65,96,Male,9.19
S01934,20,CSE,41,52,83,94,68,66,Male,8.56
S01935,20,CSE,34,75,51,68,38,62,Male,9.92
S01936,22,CSE,58,39,45,61,62,34,Male,6.64
S01937,19,CSE,35,60,54,98,33,39,Female,5.3
S01938,24,CSE,38,46,52,48,98,91,Male,9.2
S01939,20,CSE,49,51,44,94,84,48,Male,5.65
S01940,18,CSE,79,44,93,47,52,44,Female,9.04
S01941,18,CSE,86,41,45,99,38,37,Male,8.22
S01942,21,CSE,31,96,79,84,37,74,Male,5.46
S01943,21,CSE,63,72,43,62,83,52,Male,9.0
S01944,22,CSE,97,46,35,66,54,42,Male,5.32
S01945,22,CSE,90,30,55,91,39,89,Male,5.06
S01946,18,CSE,67,65,79,74,49,71,Male,5.71
S01947,20,CSE,31,68,81,91,36,33,Female,8.62
S01948,20,CSE,58,49,90,55,86,48,Female,6.95
S01949,18,CSE,52,48,98,76,40,80,Female,6.09
S01950,20,CSE,85,66,94,66,92,88,Female,8.09
S01951,24,CSE,61,83,84,54,80,62,Female,9.08
S01952,19,CSE,87,40,79,98,73,69,Male,5.04
S01953,18,CSE,89,42,95,83,31,98,Female,8.75
S01954,20,CSE,90,37,86,70,91,95,Male,8.47
S01955,20,CSE,84,49,96,59,96,72,Male,8.88
S01956,18,CSE,43,33,30,54,83,84,Female,9.4
S01957,23,CSE,87,62,78,73,33,91,Female,6.53
S01958,22,CSE,65,91,74,41,35,40,Male,7.44
S01959,19,CSE,74,71,59,93,39,55,Male,5.39
S01960,18,CSE,98,61,76,73,47,71,Male,5.14
S01961,23,CSE,40,60,79,74,32,46,Male,6.27
S01962,18,CSE,99,98,64,34,46,49,Male,9.87
S01963,20,CSE,74,93,54,84,53,32,Female,6.31
S01964,24,CSE,34,59,37,62,58,86,Male,8.26
S01965,20,CSE,99,62,78,86,32,57,Female,7.95
S01966,21,CSE,66,51,80,48,60,48,Female,6.93
S01967,22,CSE,90,46,91,39,75,56,Male,5.68
S01968,23,CSE,50,48,40,42,84,72,Female,7.72
S01969,18,CSE,74,97,42,84,95,73,Male,7.88
S01970,19,CSE,94,83,96,97,84,47,Female,8.83
S01971,19,CSE,83,85,98,69,87,82,Female,6.36
S01972,18,CSE,86,38,34,46,79,44,Female,7.79
S01973,21,CSE,70,76,81,30,32,31,Female,9.87
S01974,18,CSE,65,85,43,36,52,53,Female,5.73
S01975,19,CSE,90,65,40,47,77,49,Male,8.38
S01976,18,CSE,58,39,38,30,95,80,Female,8.79
S01977,20,CSE,86,47,95,92,39,88,Female,7.75
S01978,18,CSE,96,87,59,67,86,87,Male,7.73
S01979,20,CSE,38,55,52,32,66,56,Male,9.73
S01980,22,CSE,97,42,74,40,46,67,Female,8.92
S01981,21,CSE,39,33,45,80,51,61,Female,9.19
S01982,23,CSE,47,42,84,99,67,40,Female,9.25
S01983,23,CSE,97,68,44,39,70,76,Male,7.19
S01984,19,CSE,38,73,50,38,49,63,Female,6.46
S01985,22,CSE,61,81,56,48,42,52,Male,6.76
S01986,23,CSE,94,70,43,47,43,59,Male,5.3
S01987,18,CSE,37,82,87,30,63,97,Female,9.89
S01988,20,CSE,96,59,43,74,81,93,Female,6.28
S01989,21,CSE,87,99,70,39,64,95,Female,7.78
S01990,24,CSE,63,31,54,41,70,38,Male,9.58
S01991,20,CSE,78,78,61,82,33,56,Male,5.61
S01992,19,CSE,55,45,56,79,49,64,Female,7.23
S01993,21,CSE,86,48,36,47,67,69,Male,5.01
S01994,19,CSE,42,76,78,55,91,44,Male,9.52
S01995,21,CSE,71,47,99,68,36,72,Female,6.42
S01996,19,CSE,54,53,44,82,60,79,Male,5.09
S01997,23,CSE,73,92,74,94,87,55,Female,5.56
S01998,18,CSE,63,91,82,99,63,97,Male,7.36
S01999,18,CSE,56,65,91,90,62,73,Female,6.32
S02000,18,CSE,81,70,81,84,56,98,Female,6.43
S02001,24,CSE,84,97,91,92,39,88,Male,5.79
S02002,21,CSE,83,49,38,48,89,70,Female,6.88
S02003,21,CSE,94,82,68,52,68,69,Female,8.04
S02004,21,CSE,55,97,46,48,93,89,Female,6.05
S02005,21,CSE,32,81,52,63,42,70,Male,5.88
S02006,23,CSE,55,72,66,61,58,30,Male,6.02
S02007,24,CSE,58,45,54,69,33,32,Female,5.51
S02008,19,CSE,32,64,33,55,56,35,Male,7.14
S02009,22,CSE,61,65,69,72,67,79,Male,6.96
S02010,22,CSE,79,38,65,60,82,53,Female,5.05
S02011,19,CSE,48,64,84,47,41,35,Male,5.07
S02012,21,CSE,95,63,36,47,56,79,Male,7.78
S02013,23,CSE,47,77,93,56,71,91,Female,5.3
S02014,22,CSE,88,67,84,56,85,88,Female,6.88
S02015,24,CSE,59,51,40,44,30,96,Female,8.1
S02016,18,CSE,98,30,90,52,89,63,Male,8.82
S02017,18,CSE,94,52,36,72,58,49,Male,6.87
S02018,23,CSE,31,81,50,81,59,39,Male,8.96
S02019,23,CSE,95,92,52,67,36,63,Female,9.22
S02020,18,CSE,71,91,42,45,30,41,Male,5.4
S02021,20,CSE,66,56,54,87,86,69,Male,7.1
S02022,21,CSE,53,47,30,96,86,86,Female,8.98
S02023,23,CSE,85,78,37,35,75,95,Female,9.59
S02024,22,CSE,50,48,58,82,89,36,Male,8.6
S02025,20,CSE,66,44,57,75,33,44,Male,5.58
S02026,24,CSE,97,95,72,75,41,52,Male,5.29
S02027,23,CSE,71,42,88,92,32,79,Female,6.51
S02028,21,CSE,38,72,45,63,33,34,Male,8.08
S02029,23,CSE,69,92,91,30,55,95,Female,5.77
S02030,24,CSE,68,58,70,30,30,71,Female,7.1
S02031,20,CSE,56,62,49,44,47,65,Female,6.96
S02032,20,CSE,66,89,87,78,63,72,Female,9.51
S02033,19,CSE,43,84,73,65,38,32,Male,6.62
S02034,21,CSE,44,36,87,56,56,92,Female,7.96
S02035,23,CSE,52,89,83,71,82,31,Female,6.38
S02036,23,CSE,96,71,97,85,86,69,Female,5.82
S02037,20,CSE,89,48,30,54,45,80,Female,9.84
S02038,20,CSE,79,80,53,61,66,70,Female,8.38
S02039,18,CSE,43,59,30,55,78,69,Female,9.31
S02040,18,CSE,74,36,96,94,84,49,Female,9.36
S02041,23,CSE,42,80,79,60,56,53,Female,7.09
S02042,23,CSE,51,97,81,36,85,69,Male,8.83
S02043,22,CSE,73,96,32,98,37,82,Female,5.57
S02044,24,CSE,57,38,53,83,61,66,Male,5.49
S02045,18,CSE,39,56,76,96,33,53,Female,6.73
S02046,24,CSE,41,83,35,40,82,84,Female,5.53
S02047,20,CSE,88,72,39,94,35,96,Male,7.04
S02048,20,CSE,74,91,33,72,83,43,Female,9.25
S02049,23,CSE,35,55,88,30,88,60,Male,8.73
S02050,23,CSE,60,50,40,74,42,90,Male,6.49
S02051,22,CSE,67,73,45,79,59,67,Female,5.32
S02052,23,CSE,94,44,97,81,73,39,Male,9.05
S02053,19,CSE,61,45,56,30,88,33,Male,5.72
S02054,22,CSE,91,47,61,66,39,98,Male,7.95
S02055,23,CSE,77,81,82,38,40,80,Male,6.1
S02056,22,CSE,76,45,32,39,66,52,Female,6.44
S02057,23,CSE,58,60,84,91,95,50,Male,6.66
S02058,22,CSE,99,94,92,64,70,63,Female,9.65
S02059,21,CSE,51,88,59,64,54,39,Female,8.5
S02060,18,CSE,97,68,99,81,64,43,Female,8.03
S02061,20,CSE,74,39,58,40,71,35,Male,7.9
S02062,19,CSE,57,50,39,59,80,45,Male,7.81
S02063,22,CSE,50,30,53,91,90,50,Female,8.09
S02064,24,CSE,86,39,91,91,78,97,Female,7.62
S02065,24,CSE,66,51,41,52,99,62,Female,8.73
S02066,23,CSE,82,94,39,82,95,70,Male,5.8
S02067,20,CSE,35,62,75,84,60,40,Male,7.83
S02068,19,CSE,93,57,87,86,92,45,Female,5.31
S02069,23,CSE,92,30,31,91,98,66,Male,5.79
S02070,19,CSE,98,68,79,63,61,82,Female,9.39
S02071,20,CSE,42,43,33,31,84,38,Male,8.64
S02072,23,CSE,51,33,89,87,62,57,Female,7.47
S02073,20,CSE,87,86,71,95,87,79,Male,5.43
S02074,21,CSE,47,99,62,84,98,85,Male,7.38
S02075,22,CSE,76,96,52,48,45,33,Female,5.71
S02076,23,CSE,70,75,79,36,52,59,Female,5.2
S02077,18,CSE,33,95,95,40,76,95,Female,6.29
S02078,20,CSE,30,43,65,53,86,93,Male,5.8
S02079,24,CSE,86,83,99,32,33,78,Male,5.47
S02080,21,CSE,76,72,45,62,97,30,Female,8.82
S02081,20,CSE,66,63,45,95,89,71,Male,9.99
S02082,22,CSE,30,83,51,31,43,50,Female,9.82
S02083,22,CSE,63,90,33,73,31,48,Female,8.84
S02084,18,CSE,33,91,50,33,67,48,Female,5.29
S02085,23,CSE,36,38,81,99,50,46,Female,5.63
S02086,22,CSE,55,79,75,81,94,34,Female,8.15
S02087,18,CSE,69,40,42,56,48,90,Male,5.47
S02088,21,CSE,84,35,73,40,81,55,Female,8.46
S02089,19,CSE,82,31,43,57,88,65,Female,9.44
S02090,20,CSE,77,47,41,89,67,99,Female,6.48
S02091,21,CSE,43,95,87,78,31,41,Female,8.93
S02092,18,CSE,77,48,78,54,36,83,Female,9.05
S02093,19,CSE,58,40,62,57,61,41,Female,7.98
S02094,21,CSE,96,80,78,56,62,52,Male,8.92
S02095,24,CSE,55,58,42,58,41,34,Male,7.22
S02096,21,CSE,78,90,41,73,53,77,Female,6.28
S02097,21,CSE,68,85,63,55,45,36,Male,8.32
S02098,19,CSE,52,40,90,94,49,72,Female,9.43
S02099,20,CSE,62,67,88,43,80,52,Male,5.79
S02100,18,CSE,55,89,36,69,54,37,Female,8.66
S02101,21,CSE,30,39,93,74,70,42,Female,9.61
S02102,24,CSE,50,71,96,67,30,76,Male,7.37
S02103,20,CSE,96,72,66,35,81,92,Male,9.16
S02104,20,CSE,46,39,40,33,78,73,Male,9.89
S02105,19,CSE,37,95,41,38,40,87,Female,5.68
S02106,18,CSE,55,47,96,84,30,94,Male,5.08
S02107,24,CSE,74,37,41,74,34,81,Male,8.76
S02108,21,CSE,84,35,69,51,88,76,Female,7.88
S02109,20,CSE,65,58,56,67,65,39,Female,8.25
S02110,20,CSE,38,59,86,46,84,44,Male,6.04
S02111,21,CSE,53,52,33,92,69,44,Male,7.55
S02112,20,CSE,82,36,40,43,31,73,Female,8.32
S02113,22,CSE,38,88,54,59,56,53,Female,9.74
S02114,23,CSE,47,45,91,33,42,93,Female,9.06
S02115,18,CSE,65,48,37,90,49,96,Female,5.85
S02116,23,CSE,46,49,40,69,58,57,Female,9.25
S02117,19,CSE,67,34,54,86,59,54,Female,6.54
S02118,24,CSE,75,84,41,76,37,48,Male,6.52
S02119,19,CSE,93,85,82,68,38,56,Male,5.51
S02120,23,CSE,48,51,72,61,82,39,Female,7.1
S02121,22,CSE,66,70,60,48,94,86,Female,6.48
S02122,22,CSE,40,30,93,97,86,58,Male,7.91
S02123,18,CSE,76,96,50,64,70,47,Male,7.41
S02124,23,CSE,66,90,98,47,47,99,Female,5.5
S02125,21,CSE,66,84,65,40,57,67,Male,7.35
S02126,20,CSE,69,68,63,62,58,47,Male,8.4
S02127,20,CSE,83,81,74,53,65,68,Male,6.54
S02128,23,CSE,30,94,80,80,55,97,Female,8.19
S02129,18,CSE,88,57,37,68,63,94,Female,5.51
S02130,21,CSE,58,42,85,35,68,95,Male,9.06
S02131,24,CSE,69,71,60,42,92,68,Male,5.34
S02132,20,CSE,37,97,78,42,35,53,Female,5.89
S02133,24,CSE,68,55,80,94,33,74,Female,8.57
S02134,24,CSE,42,80,32,62,77,74,Female,9.67
S02135,24,CSE,70,46,41,79,39,80,Male,6.73
S02136,23,CSE,79,43,47,36,40,86,Male,9.42
S02137,23,CSE,45,55,39,52,39,96,Female,8.19
S02138,18,CSE,52,50,77,67,83,51,Male,6.74
S02139,23,CSE,95,71,74,50,93,91,Male,5.73
S02140,19,CSE,31,68,46,95,42,68,Male,5.08
S02141,19,CSE,32,66,62,38,81,65,Female,5.62
S02142,21,CSE,32,57,74,31,33,72,Female,8.69
S02143,24,CSE,54,41,69,65,80,46,Female,7.12
S02144,21,CSE,79,30,75,41,45,45,Male,7.93
S02145,18,CSE,93,81,32,34,69,93,Male,9.55
S02146,18,CSE,37,76,53,83,74,73,Female,6.22
S02147,21,CSE,75,66,50,83,47,92,Male,7.03
S02148,21,CSE,41,60,60,63,89,37,Male,6.06
S02149,22,CSE,76,94,59,63,79,34,Male,8.94
S02150,19,CSE,94,85,54,61,84,58,Female,7.52
S02151,19,CSE,51,50,59,70,46,33,Female,9.95
S02152,19,CSE,64,33,51,65,84,87,Male,5.1
S02153,23,CSE,65,94,44,97,44,35,Female,6.25
S02154,24,CSE,49,44,60,62,68,74,Female,7.01
S02155,22,CSE,91,71,35,86,46,71,Male,6.19
S02156,21,CSE,48,73,89,33,75,38,Female,5.72
S02157,24,CSE,87,46,92,86,39,49,Male,6.85
S02158,22,CSE,97,41,86,77,66,94,Female,6.62
S02159,24,CSE,36,96,68,87,63,59,Male,8.35
S02160,21,CSE,45,73,51,56,35,64,Male,8.21
S02161,21,CSE,50,91,77,76,95,99,Male,6.05
S02162,24,CSE,39,31,46,85,58,95,Male,9.18
S02163,24,CSE,50,87,57,62,71,56,Female,6.58
S02164,23,CSE,99,95,88,52,71,53,Male,7.75
S02165,22,CSE,77,81,62,68,52,57,Male,6.82
S02166,23,CSE,74,57,65,91,84,75,Male,9.75
S02167,22,CSE,63,32,99,77,55,41,Female,8.66
S02168,22,CSE,40,47,86,60,40,50,Male,9.79
S02169,20,CSE,66,67,85,52,57,83,Female,5.58
S02170,20,CSE,68,83,57,75,36,47,Female,5.82
S02171,22,CSE,35,93,83,34,69,91,Female,5.95
S02172,19,CSE,47,86,89,82,94,96,Male,9.9
S02173,19,CSE,55,51,89,76,88,68,Female,5.59
S02174,19,CSE,40,42,35,42,99,32,Female,6.74
S02175,18,CSE,30,63,38,81,80,71,Female,8.81
S02176,23,CSE,75,93,42,89,67,87,Female,9.9
S02177,23,CSE,33,72,88,34,38,91,Female,5.25
S02178,19,CSE,93,89,99,66,90,86,Male,6.78
S02179,21,CSE,80,88,75,74,89,82,Female,5.24
S02180,19,CSE,52,62,80,63,49,94,Male,9.28
S02181,20,CSE,34,64,62,99,69,74,Female,5.26
S02182,24,CSE,95,97,42,78,69,97,Female,8.28
S02183,23,CSE,59,70,94,88,71,31,Female,6.89
S02184,21,CSE,31,34,63,51,97,93,Male,5.23
S02185,23,CSE,35,37,43,92,75,32,Male,8.94
S02186,21,CSE,82,75,43,86,42,80,Male,8.45
S02187,23,CSE,79,76,60,81,79,50,Male,7.98
S02188,22,CSE,84,95,68,80,55,76,Male,5.16
S02189,22,CSE,48,96,92,76,57,58,Male,5.19
S02190,21,CSE,36,83,93,46,89,53,Male,7.12
S02191,18,CSE,67,96,77,82,58,56,Male,5.93
S02192,21,CSE,81,54,84,71,33,75,Male,8.85
S02193,22,CSE,60,52,99,62,42,67,Male,6.74
S02194,20,CSE,94,53,66,83,74,96,Male,5.72
S02195,23,CSE,50,30,87,87,43,33,Male,6.98
S02196,22,CSE,61,46,67,53,75,90,Female,6.14
S02197,22,CSE,90,42,89,58,62,34,Female,9.9
S02198,19,CSE,98,48,77,37,73,32,Female,7.44
S02199,23,CSE,40,35,84,32,95,52,Female,8.0
S02200,24,CSE,77,79,69,37,98,92,Female,9.19
S02201,23,CSE,94,97,39,36,53,94,Male,7.65
S02202,22,CSE,77,62,69,98,84,93,Male,6.26
S02203,18,CSE,79,85,51,69,68,61,Male,9.47
S02204,24,CSE,77,82,74,84,51,69,Male,7.01
S02205,24,CSE,52,48,30,99,94,96,Male,8.94
S02206,21,CSE,50,43,46,38,70,85,Female,9.25
S02207,18,CSE,63,83,62,76,71,57,Female,6.3
S02208,24,CSE,31,55,79,93,49,59,Female,7.56
S02209,23,CSE,96,48,96,43,56,39,Female,5.81
S02210,19,CSE,71,96,30,45,50,81,Female,7.19
S02211,19,CSE,61,94,70,98,58,89,Male,9.98
S02212,24,CSE,45,74,76,92,71,81,Male,8.52
S02213,24,CSE,86,55,31,72,47,62,Male,5.43
S02214,19,CSE,79,65,31,99,75,38,Male,8.36
S02215,23,CSE,40,47,47,45,85,46,Male,7.17
S02216,23,CSE,56,65,74,31,93,80,Male,5.84
S02217,24,CSE,36,37,73,72,84,77,Male,8.01
S02218,19,CSE,31,60,35,76,91,67,Male,8.25
S02219,18,CSE,34,64,90,43,78,46,Male,6.42
S02220,20,CSE,68,90,67,78,92,60,Male,6.67
S02221,21,CSE,46,56,40,98,77,98,Male,9.02
S02222,20,CSE,38,68,76,41,96,34,Male,8.68
S02223,22,CSE,89,59,73,31,52,94,Female,7.75
S02224,18,CSE,74,52,43,30,32,33,Female,8.18
S02225,21,CSE,99,95,74,31,53,46,Male,7.52
S02226,20,CSE,89,36,40,93,89,52,Female,6.03
S02227,24,CSE,87,89,86,35,88,66,Female,5.5
S02228,20,CSE,86,99,34,49,62,39,Male,9.99
S02229,18,CSE,44,57,91,62,92,66,Female,6.97
S02230,20,CSE,80,90,82,81,56,38,Male,9.41
S02231,18,CSE,40,90,33,40,84,50,Male,8.61
S02232,18,CSE,44,50,86,78,73,59,Male,5.67
S02233,24,CSE,73,34,90,38,48,33,Female,8.47
S02234,19,CSE,37,40,74,68,94,80,Female,8.99
S02235,21,CSE,54,35,99,73,38,74,Female,7.32
S02236,20,CSE,72,65,71,70,45,86,Male,8.1
S02237,18,CSE,83,73,44,48,95,93,Female,8.53
S02238,18,CSE,85,71,39,43,37,76,Female,6.39
S02239,20,CSE,99,38,71,56,80,91,Male,5.38
S02240,23,CSE,80,62,75,76,68,59,Female,6.35
S02241,19,CSE,61,48,68,53,55,85,Female,5.55
S02242,18,CSE,63,89,71,83,88,64,Female,7.6
S02243,19,CSE,30,64,81,87,92,40,Male,8.63
S02244,24,CSE,30,42,45,82,90,33,Female,9.6
S02245,18,CSE,30,91,73,38,85,82,Female,8.88
S02246,18,CSE,55,48,69,94,53,72,Female,8.05
S02247,23,CSE,44,86,47,72,32,41,Female,9.61
S02248,23,CSE,50,81,37,52,57,61,Male,6.04
S02249,20,CSE,76,84,32,79,32,44,Male,9.63
S02250,23,CSE,64,33,61,57,73,78,Male,9.75
S02251,22,CSE,41,54,55,59,59,95,Male,9.08
S02252,20,CSE,80,83,85,30,98,31,Male,7.13
S02253,19,CSE,39,39,95,69,43,60,Male,7.28
S02254,23,CSE,36,84,94,74,30,50,Female,8.78
S02255,21,CSE,37,42,99,59,45,75,Male,6.22
S02256,19,CSE,34,67,78,90,43,99,Male,7.05
S02257,23,CSE,84,51,66,55,50,38,Female,7.32
S02258,21,CSE,49,94,46,60,53,43,Male,9.17
S02259,20,CSE,83,63,52,99,46,53,Female,9.42
S02260,20,CSE,47,47,69,68,87,51,Male,7.73
S02261,21,CSE,63,56,81,54,57,85,Male,7.04
S02262,19,CSE,64,92,76,85,71,75,Female,6.89
S02263,21,CSE,68,37,86,34,32,92,Male,7.29
S02264,24,CSE,74,92,50,95,38,80,Male,9.81
S02265,20,CSE,98,83,63,94,32,98,Male,6.99
S02266,20,CSE,84,72,35,97,67,85,Male,8.34
S02267,22,CSE,79,56,83,81,38,50,Female,7.67
S02268,18,CSE,34,73,55,51,68,49,Male,9.28
S02269,19,CSE,91,62,56,52,77,87,Male,8.84
S02270,22,CSE,65,46,34,45,30,80,Female,8.74
